Benjamin Short Grove,130 Huntley Road,,ORANGE,NSW,2800,Central West,Residential,60,,,Mission Australia,Charitable,Inner Regional Australia,-33.31736025,149.0939552,4218223.16
Mona Tait Gardens,160 Ellenborough Street,,KALEEN,ACT,2617,ACT,Residential,80,,,Morshead Home For Veterans and Other Aged Persons Limited,Charitable,Major Cities of Australia,-35.230815,149.11565,1445594.77
Warrigal Care Calwell,43 Were Street,,CALWELL,ACT,2905,ACT,Residential,144,,,Warrigal Care,Charitable,Major Cities of Australia,-35.436541,149.116772,8471723.56
Embracia in Woodford,131 Archer Street,,WOODFORD,QLD,4514,Cabool,Residential,75,,,Embracia Communities Pty Ltd,Private Incorporated Body,Inner Regional Australia,-26.95692097,152.779508,5502350.71
Embracia in Burpengary,135 Buckley Road,,BURPENGARY EAST,QLD,4505,Cabool,Residential,120,,,Embracia Communities Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.13644852,152.9814568,8651746.43
Carinity Fairfield Grange,27-33 Kokoda Street,,IDALIA,QLD,4811,Northern,Residential,96,,,The Baptist Union of Queensland,Religious,Outer Regional Australia,-19.30719151,146.8084813,6330077.72
Kerrisdale Gardens,Norwood Parade,,BEACONSFIELD,QLD,4740,Mackay,Residential,88,,,Good Shepherd Lodge Ltd,Charitable,Inner Regional Australia,-21.08313164,149.1601182,3806880.35
The Ormsby Aged Care,112 Burnett Street,,BUDERIM,QLD,4556,Sunshine Coast,Residential,140,,,McKenzie Aged Care Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.688938,153.045173,8427101.41
Arcare Maroochydore,Dalton Drive,,MAROOCHYDORE,QLD,4558,Sunshine Coast,Residential,90,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.66336391,153.0871185,5833585.96
St Luke's Green Residential Care,43 Taylor Street,,WOOLLOONGABBA,QLD,4102,Brisbane South,Residential,65,,,Greengate Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.493934,153.038268,3566170.54
NewDirection Care at Bellmere,65 Bellmere Road,,BELLMERE,QLD,4510,Cabool,Residential,120,,,NewDirection Bellmere Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.0876903,152.9280362,7403454.9
Oakfield Lodge Residential Care,15 Hawthorn Road,,MOUNT BARKER,SA,5251,"Hills, Mallee & Southern",Residential,80,,,"Southern Cross Care (SA, NT & VIC) Incorporated",Religious,Inner Regional Australia,-35.06709,138.850532,6294407.38
Jamestown Hospital and Health Service,South Terrace,,JAMESTOWN,SA,5491,Mid North,Residential,13,,,Yorke and Northern Local Health Network Incorporated,State Government,Outer Regional Australia,-33.21140182,138.6006662,808030.88
Fairway Rise,2 Toogood Drive,,LINDISFARNE,TAS,7015,Southern,Residential,92,,,Southern Cross Care (Tas) Inc,Religious,Inner Regional Australia,-42.85671595,147.3726804,5745787.72
Bupa Traralgon,96 Park Lane,,TRARALGON,VIC,3844,Gippsland,Residential,120,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-38.179252,146.551679,3913972.85
Bupa Echuca,7 Fehring Lane,,ECHUCA,VIC,3564,Loddon-Mallee,Residential,120,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,-36.15500235,144.7324037,6272152.98
Bentons Lodge - Residential Aged Service,197 Bentons Road,,MORNINGTON,VIC,3931,Southern Metro,Residential,182,,,Autumn Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-38.248209,145.054267,10442361.35
Hepburn House,1 Hepburn Road,,DAYLESFORD,VIC,3460,Grampians,Residential,60,,,Daylesford Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-37.32946955,144.1453491,5018280.15
Aurrum Plenty,321-327 Diamond Creek Road,,PLENTY,VIC,3090,Northern Metro,Residential,130,,,Aurrum Pty Limited,Private Incorporated Body,Major Cities of Australia,-37.677151,145.12532,8177570.55
Embracia Moonee Valley,76-86 North Road,,AVONDALE HEIGHTS,VIC,3034,Western Metro,Residential,161,,,Embracia Victoria Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.75533995,144.8554162,9271740.13
Ocean Mist Aged Care,370 Grossmans Road,,BELLBRAE,VIC,3228,Barwon-South Western,Residential,99,,,OC Health Torquay Pty Ltd,Private Incorporated Body,Inner Regional Australia,-38.317456,144.278626,3274118.34
Arcare Waterview,251-259 Waterview Boulevard,,CRAIGIEBURN,VIC,3064,Northern Metro,Residential,96,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.58408039,144.9064788,7125312.97
BlueCross Highgrove,79 Stevenson Street,,KEW,VIC,3101,Eastern Metro,Residential,49,,,Blue Cross Community Care Services Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.809261,145.017566,3093453.27
Juniper Gerdewoonem,Ivanhoe Road,,KUNUNURRA,WA,6743,Kimberley,Residential,40,,,Uniting Church Homes,Religious,Very Remote Australia,-15.75074143,128.7263069,2400471.11
Regents Garden Scarborough Condocare,22 Wheatcroft Street,,SCARBOROUGH,WA,6019,Metropolitan North,Residential,105,,,Regents Garden Scarborough Pty Limited,Private Incorporated Body,Major Cities of Australia,-31.893161,115.7631,7127727.23
Injune Multi-purpose Service,7 5th Avenue,,INJUNE,QLD,4454,South West,Multi-Purpose Service,7,3,,Queensland Health,State Government,Remote Australia,-25.84667166,148.5629625,707636.77
Surat Multi-purpose Service,5 Ivan Street,,SURAT,QLD,4417,South West,Multi-Purpose Service,8,,,Queensland Health,State Government,Remote Australia,-27.15666184,149.067583,671067.36
St Vincent's Care Services Bronte,363-367 Bronte Road,,BRONTE,NSW,2024,South East Sydney,Residential,105,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-33.90345863,151.2604396,6713331.08
MYVISTA Mirrabooka,3 Doncaster Road,,MIRRABOOKA,WA,6061,Metropolitan North,Residential,108,,,Stirling Ethnic Aged Home Association (Inc),Community Based,Major Cities of Australia,-31.8671802,115.8570163,3215976.77
Fromelles Manor,45 McKenzie Street,,LISMORE,NSW,2480,Far North Coast,Residential,63,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-28.81207228,153.2891071,4388964.01
HammondCare - Cardiff,158 Macquarie Road,,CARDIFF,NSW,2285,Hunter,Residential,99,,,HammondCare,Charitable,Major Cities of Australia,-32.954927,151.657184,4468154.59
Estia Health Glen Waverley,2 B Grace Street,,GLEN WAVERLEY,VIC,3150,Eastern Metro,Residential,58,,,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.87926529,145.1563914,3471244.07
Hillston Multi-Purpose Service,48 C Burns Street,,HILLSTON,NSW,2675,Riverina/Murray,Multi-Purpose Service,10,,,Murrumbidgee Local Health District,State Government,Remote Australia,-33.479113,145.538556,837462.88
Hughenden MPS,14 richmond hill Drive,,HUGHENDEN,QLD,4821,North West,Multi-Purpose Service,6,,,Queensland Health,State Government,Very Remote Australia,-20.84214813,144.1903304,560261.34
Peak Hill Multi-Purpose Service,Newell Highway,,PEAK HILL,NSW,2869,Central West,Multi-Purpose Service,10,,,Western NSW Local Health District,State Government,Outer Regional Australia,-32.76290856,148.2099292,718509.38
Carnarvon MPS,19 Cleaver Street,,CARNARVON,WA,6701,Mid West,Multi-Purpose Service,16,,,WA Country Health Service,State Government,Very Remote Australia,-24.887672,113.661026,1352905.89
CASS Residential Aged Care Facility,67-75 Fifth Avenue,,CAMPSIE,NSW,2194,Inner West,Residential,63,,,Chinese Australian Services Society Limited,Community Based,Major Cities of Australia,-33.90424221,151.0999544,5457842.64
Annie Green Court,47 Redfern Street,,REDFERN,NSW,2016,South East Sydney,Residential,73,,,Mission Australia,Charitable,Major Cities of Australia,-33.89349044,151.2077825,4990001.43
Arcare Oatlands,23 Prindle Street,,OATLANDS,NSW,2117,Western Sydney,Residential,114,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-33.794322,151.024886,7253380.72
Albury Wodonga Health Residential Care Program,52 Sydney Road,,BEECHWORTH,VIC,3747,Hume,Residential,15,,,Albury Wodonga Health,State Government,Inner Regional Australia,-36.3500662,146.690617,881277.23
Kerala Manor,2 / 203 Broadgully Road,,DIAMOND CREEK,VIC,3089,Northern Metro,Residential,85,,,Samkay Health Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.66392524,145.1631847,2232889.08
Blue Care Shalom Elders Village,190 Hervey Range Road,,CONDON,QLD,4815,Northern,Residential,28,,,The Uniting Church in Australia Property Trust (Q.),Religious,Outer Regional Australia,-19.32381376,146.7108999,3204983.27
Blue Care Hollingsworth Elders Village,269 Hartley Street,,CAIRNS,QLD,4870,Far North,Residential,42,,,The Uniting Church in Australia Property Trust (Q.),Religious,Outer Regional Australia,-16.93699067,145.7646975,4305495.07
Blue Care Star of the Sea Elders Village,2 Waiben Esplanade,,THURSDAY ISLAND,QLD,4875,Far North,Residential,19,,,The Uniting Church in Australia Property Trust (Q.),Religious,Very Remote Australia,-10.5724612,142.2207266,1876793.18
Blue Care Star of the Sea Elders Village,2 Waiben Esplanade,,THURSDAY ISLAND,QLD,4875,Far North,Residential,19,,,The Uniting Church in Australia Property Trust (Q.),Religious,Very Remote Australia,-10.5724612,142.2207266,1609374.92
Central Adelaide Local Health Network - Transition Care Program,"U 1, The Parks Community Centre",46 Cowan Street,ANGLE PARK,SA,5010,Metropolitan West,Transition Care,,,110,Department of Health and Wellbeing,State Government,Major Cities of Australia,-34.8595373,138.558801,7915876.39
Caravonica Waters,15-17 Lake Placid Road,,CARAVONICA,QLD,4878,Far North,Residential,144,,,IC (Cairns) Pty Ltd,Private Incorporated Body,Outer Regional Australia,-16.869679,145.684875,9748005.06
Columbia Aged Care Services - Oberon Village,115 Albion Street,,OBERON,NSW,2787,Central West,Residential,70,,,Columbia Nursing Homes Pty Ltd,Private Incorporated Body,Inner Regional Australia,-33.70155629,149.8718929,3384761.63
Arcare Parkview Malvern East,1287-1291 Dandenong Road,,MALVERN EAST,VIC,3145,Southern Metro,Residential,67,,,Arcare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-37.8849726,145.073645,3338630.13
Anglicare Tasmania Aged Care Service CACP North,118 Elizabeth Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.44068209,147.13784,1782941.12
Anglicare Tasmania Aged Care Service CACP NW,118 Elizabeth Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.44068209,147.13784,2001496.27
Baptcare Community Packages: North West Tasmania,31 Murray Street,,EAST DEVONPORT,TAS,7310,North Western,Home Care,,,,Baptcare Ltd,Religious,Inner Regional Australia,-41.17983269,146.3712976,544497.73
Calvary Silver Circle North Tasmania CACPs,24 Lyttleton Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Calvary Community Care,Religious,Inner Regional Australia,-41.43391909,147.1495036,1046848.92
Care Forward Southern Tasmania,"Level 1, 6 Bayfield Street",,ROSNY PARK,TAS,7018,Southern,Home Care,,,,CARE ASSESSMENT CONSULTANTS PTY. LTD.,Private Incorporated Body,Inner Regional Australia,-42.866098,147.370059,3963391.35
Community Care NESB Inc.Northern,8 Broadland Drive,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Community Care Tasmania,Community Based,Inner Regional Australia,-41.431258,147.153966,5396990.2
Corumbene CACP Service,13-21 Lower Road,,NEW NORFOLK,TAS,7140,Southern,Home Care,,,,Corumbene Nursing Home for the Aged Inc,Charitable,Inner Regional Australia,-42.78118943,147.0700033,1192487.9
Emmerton Park Community Aged Care Package  Service,2-12 Senior Drive,,SMITHTON,TAS,7330,North Western,Home Care,,,,Emmerton Park Inc,Community Based,Outer Regional Australia,-40.847168,145.127469, $                                             -  
Family Based Care (N) CACP Service (Housing Linked Care Package),22 Earl Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-41.43652488,147.1417333, $                                             -  
Glenview Outreach,2-10 Windsor Street,,GLENORCHY,TAS,7010,Southern,Home Care,,,,Glenview Community Services Inc,Charitable,Inner Regional Australia,-42.835002,147.28165,1526356.63
Christian Homes Tasmania Home Care Service,52 Channel Highway,,KINGSTON,TAS,7050,Southern,Home Care,,,,Christian Homes Tasmania Inc.,Charitable,Inner Regional Australia,-42.975451,147.305957,1363513.93
HealthWest ( Westcare),100 Main Street,,ZEEHAN,TAS,7469,North Western,Home Care,,,,Tasmanian Health Service,State Government,Remote Australia,-41.88663384,145.3378978,611790.69
Huon Eldercare CACP Service,3278 Huon Highway,,FRANKLIN,TAS,7113,Southern,Home Care,,,,Huon Regional Care,Charitable,Outer Regional Australia,-43.08167377,147.0164088,2792562.88
Independent Health Care Service Aged Care Packages,4 Sunderland Street,,MOONAH,TAS,7009,Southern,Home Care,,,,Independent Health Care Service Pty Ltd,Private Incorporated Body,Inner Regional Australia,-42.84530285,147.2959607,527378.73
Karadi Aged Care,4 Rothesay Circle,,GOODWOOD,TAS,7010,Southern,Home Care,,,,Karadi Aboriginal Corporation,Community Based,Inner Regional Australia,-42.82676344,147.2926827,327911.9
Mary's Grange CACP Service,5 Grange Avenue,,TAROONA,TAS,7053,Southern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Inner Regional Australia,-42.932923,147.357672,197163.55
Masonic Peace Memorial Haven Of Northern Tasmania,185 Penquite Road,,NORWOOD,TAS,7250,Northern,Home Care,,,,Masonic Care Tasmania Incorporated,Community Based,Inner Regional Australia,-41.454471,147.178406,2957890.22
May Shaw Health Centre Community Aged Care Packages,37 Wellington Street,,SWANSEA,TAS,7190,Southern,Home Care,,,,May Shaw Health Centre Inc,Community Based,Remote Australia,-42.127466,148.077049,829140.53
Medea Park Community Aged Care Package Service,17 Circassian Street,,ST HELENS,TAS,7216,Northern,Home Care,,,,Medea Park Association Incorporated,Community Based,Outer Regional Australia,-41.32343212,148.2449509,147859.62
Migrant Resource Centre Community Aged Care Packages,"Level 2, 1-A Anfield Street",,GLENORCHY,TAS,7010,Southern,Home Care,,,,Migrant Resource Centre (Southern Tas) Inc,Community Based,Inner Regional Australia,-42.83017,147.277613,1487494.61
OneCare Community Programs - CACP (North),2 Guy Street,,KINGS MEADOWS,TAS,7249,Northern,Home Care,,,,OneCare Limited,Charitable,Inner Regional Australia,-41.46562181,147.1537238,1253764.62
OneCare Community Programs - CACP (South),27 Redwood Road,,KINGSTON,TAS,7050,Southern,Home Care,,,,OneCare Limited,Charitable,Inner Regional Australia,-42.9847559,147.2998779,167902.7
Parkside Brokerage,34 Wellington Road,Cambridge Road,LINDISFARNE,TAS,7015,Southern,Home Care,,,,The Parkside Foundation Pty Ltd,Charitable,Inner Regional Australia,-42.84694403,147.3524837,587631.93
Queen Victoria Home  Community Care - CACP Service,13 Milford Street,,LINDISFARNE,TAS,7015,Southern,Home Care,,,,Queen Victoria Home Inc,Community Based,Inner Regional Australia,-42.84729186,147.3577226, $                                             -  
Setac CACP Service,19 Mary Street,,CYGNET,TAS,7112,Southern,Home Care,,,,South East Tasmanian Aboriginal Corporation,Community Based,Outer Regional Australia,-43.16264114,147.0776204,769262.33
South Eastern Nursing & Home Care Association Inc Community Aged Care Packages,12 Somerville Street,,SORELL,TAS,7172,Southern,Home Care,,,,South Eastern Nursing & Home Care Association Inc,Charitable,Inner Regional Australia,-42.785053,147.562403,2129779.89
Southern Cross Care (Tas) Community Care North,196-224 Low Head Road,,LOW HEAD,TAS,7253,Northern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Outer Regional Australia,-41.07816649,146.8073179,772774.23
Southern Cross Care (Tas) Community Care North West,29 Wragg Street,,SOMERSET,TAS,7322,North Western,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Outer Regional Australia,-41.04152996,145.8323195,2668510.05
Southern Cross Care (Tas) Community Care South,85 Creek Road,,NEW TOWN,TAS,7008,Southern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Inner Regional Australia,-42.85615146,147.2947798,1630734.89
integratedliving Tasmania Southern,142 Davey Street,,HOBART,TAS,7000,Southern,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-42.89089624,147.3224136, $                                             -  
KinCare (Tas) North West,"Suite 1, 32 Patrick Street",,HOBART,TAS,7000,Southern,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-42.87796709,147.3230337,410003.53
KinCare (Tas) South,"Suite 1, 32 Patrick Street",,HOBART,TAS,7000,Southern,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-42.87796709,147.3230337,1120383.39
The Salvation Army Community Aged Care - Ulverstone,8 Grove Street,,ULVERSTONE,TAS,7315,North Western,Home Care,,,,The Salvation Army (Tasmania) Property Trust,Religious,Outer Regional Australia,-41.15875523,146.1695214,760425.01
The Salvation Army Community Aged Care South,115 New Town Road,,NEW TOWN,TAS,7008,Southern,Home Care,,,,The Salvation Army (Tasmania) Property Trust,Religious,Inner Regional Australia,-42.85993582,147.307663,1045345.55
Toosey Community Aged Care Packages,10 Archer Street,,LONGFORD,TAS,7301,Northern,Home Care,,,,Toosey,Community Based,Inner Regional Australia,-41.593039,147.119541,574122.12
Uniting AgeWell Northern Tasmania Home Care,8 Hamilton Street,,LATROBE,TAS,7307,North Western,Home Care,,,,Uniting Agewell Limited,Religious,Inner Regional Australia,-41.23624,146.411997,1698242.81
Uniting AgeWell Southern Tasmania Home Care,283 Cambridge Road,,MORNINGTON,TAS,7018,Southern,Home Care,,,,Uniting Agewell Limited,Religious,Inner Regional Australia,-42.857976,147.390279,2875321.51
Uniting AgeWell North Western Tasmania Home Care,37 Moriarty Road,,LATROBE,TAS,7307,North Western,Home Care,,,,Uniting Agewell Limited,Religious,Inner Regional Australia,-41.23177649,146.422461,1746017.22
Wynyard Care Centre,Cnr Quiggan and Moore Street,,WYNYARD,TAS,7325,North Western,Home Care,,,,IBIS (No 3) Pty Ltd,Private Incorporated Body,Outer Regional Australia,-40.9913822,145.7357207,183740.17
Home Services Canberra,14 Wormald Street,111 Carnegie Cresent,SYMONSTON,ACT,2609,ACT,Home Care,,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-35.33422096,149.1657172,6752281.95
Enrich Living Pty Ltd - ACT,55 Burkitt Street,,PAGE,ACT,2614,ACT,Home Care,,,,MyHomecare Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.23674536,149.0550005,338337.18
Goodwin Outreach (CACPS),22 Marshall Street,,FARRER,ACT,2607,ACT,Home Care,,,,Goodwin Aged Care Services Limited,Charitable,Major Cities of Australia,-35.37329768,149.101522,6493108.77
IRT - ACT Community Services - CACP,2 Joy Cummings Place,,BELCONNEN,ACT,2617,ACT,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-35.23337003,149.0779123,3276333.83
KinCare - ACT - home care packages,"Suite 1, 17 Napier Close",,DEAKIN,ACT,2600,ACT,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.32173925,149.096484,2126265.49
Mercy Care on Call - CACP,"Suite 2E, 46-50 Hibberson Street",8 Chandler Street,GUNGAHLIN,ACT,2912,ACT,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-35.1855864,149.1361242,22068.59
Ngunnawal Community Aged Packages,"Boomanulla Oval, Goyder Street",,NARRABUNDAH,ACT,2604,ACT,Home Care,,,,Ngunnawal Aboriginal Corporation,Community Based,Major Cities of Australia,-35.33693581,149.152016,2497024.5
Uniting Church In Australia Mirinjani Retirement Village,1 Minns Place,,WESTON,ACT,2611,ACT,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-35.33786574,149.0566742,1248451.81
Freedom Home Care Tasmania - High Care,179 Meander Valley Road,,TRAVELLERS REST,TAS,7250,Northern,Home Care,,,,Freedom Home Care Tasmania,Private Incorporated Body,Inner Regional Australia,-41.49526313,147.1083039,870119.43
Anglicare Tasmania Aged Care Service EACH North,118 Elizabeth Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.44068209,147.13784,442744.07
Anglicare Tasmania Aged Care Service EACH NW,121-127 Rooke St Street,Corner Best and Rooke Streets,DEVONPORT,TAS,7310,North Western,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.17809346,146.3606566,357647.27
Anglicare Tasmania Aged Care Service EACHD North,118 Elizabeth Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.44068209,147.13784,1655.31
Anglicare Tasmania Aged Care Service EACHD NW,121-127 Rooke Street,,DEVONPORT,TAS,7310,North Western,Home Care,,,,Anglicare Tasmania Inc,Charitable,Inner Regional Australia,-41.17809346,146.3606566,127343.05
Community Based Support Limited,24 Sunderland Street,,MOONAH,TAS,7009,Southern,Home Care,,,,Community Based Support Limited,Community Based,Inner Regional Australia,-42.84398249,147.2949244,6221948.83
Emmerton Park Extended Care Package Service,2-10 Senior Drive,,SMITHTON,TAS,7330,North Western,Home Care,,,,Emmerton Park Inc,Community Based,Outer Regional Australia,-40.84716704,145.127469, $                                             -  
Family Based Care (North) EACH,22 Earl Street,,LAUNCESTON,TAS,7250,Northern,Home Care,,,,Integratedliving Australia Ltd,Community Based,Inner Regional Australia,-41.43652488,147.1417333, $                                             -  
Glenview Outreach EACH D Service,2-10 Windsor Street,,GLENORCHY,TAS,7010,Southern,Home Care,,,,Glenview Community Services Inc,Charitable,Inner Regional Australia,-42.835002,147.28165,112452.32
Glenview Outreach EACH Service,2-10 Windsor Street,,GLENORCHY,TAS,7010,Southern,Home Care,,,,Glenview Community Services Inc,Charitable,Inner Regional Australia,-42.835002,147.28165,455368.56
Huon Eldercare EACH Dementia Service,3278 Huon Highway,,FRANKLIN,TAS,7113,Southern,Home Care,,,,Huon Regional Care,Charitable,Outer Regional Australia,-43.08167377,147.0164088,52960.44
Huon Eldercare EACH Service,3278 Huon Highway,,FRANKLIN,TAS,7113,Southern,Home Care,,,,Huon Regional Care,Charitable,Outer Regional Australia,-43.08167377,147.0164088,51895.46
Independent Health Care Service Pty Ltd EACH-D,4 Sunderland Street,,MOONAH,TAS,7009,Southern,Home Care,,,,Independent Health Care Service Pty Ltd,Private Incorporated Body,Inner Regional Australia,-42.84530285,147.2959607,2146180.36
May Shaw Health Centre,37 Wellington Street,,SWANSEA,TAS,7190,Southern,Home Care,,,,May Shaw Health Centre Inc,Community Based,Remote Australia,-42.127466,148.077049,456904.74
Migrant Resource Centre EACH Dementia Service,"Level 2, 1-A Anfield Street",,GLENORCHY,TAS,7010,Southern,Home Care,,,,Migrant Resource Centre (Southern Tas) Inc,Community Based,Inner Regional Australia,-42.83017,147.277613,62665.81
OneCare Community Programs - EACH (North),The Manor Complex,2 Guy Street,KINGS MEADOWS,TAS,7249,Northern,Home Care,,,,OneCare Limited,Charitable,Inner Regional Australia,-41.46562181,147.1537238,463507.85
OneCare Community Programs - EACH (South),27 Redwood Road,,KINGSTON,TAS,7050,Southern,Home Care,,,,OneCare Limited,Charitable,Inner Regional Australia,-42.9847559,147.2998779,104624.93
Queen Victoria Home Community Care - EACH Service,13 Milford Street,,LINDISFARNE,TAS,7015,Southern,Home Care,,,,Queen Victoria Home Inc,Community Based,Inner Regional Australia,-42.84729186,147.3577226,50650.53
South Eastern Community Care EACH,12 Somerville Street,,SORELL,TAS,7172,Southern,Home Care,,,,South Eastern Nursing & Home Care Association Inc,Charitable,Inner Regional Australia,-42.785053,147.562403,1459918.94
Southern Cross Care (Tas) EACH South,85 Creek Road,,NEW TOWN,TAS,7008,Southern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Inner Regional Australia,-42.85615146,147.2947798, $                                             -  
Southern Cross Care (Tas) EACHD North,196-244 Low Head Road,,LOW HEAD,TAS,7253,Northern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Outer Regional Australia,-41.07816649,146.8073179,208778.73
Southern Cross Care (Tas) EACHD North West,29 Wragg Street,,SOMERSET,TAS,7322,North Western,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Outer Regional Australia,-41.04152996,145.8323195,79989.38
Southern Cross Care (Tas) EACHD South,85 Creek Road,,NEW TOWN,TAS,7008,Southern,Home Care,,,,Southern Cross Care (Tas) Inc,Religious,Inner Regional Australia,-42.85615146,147.2947798,8693.62
KinCare (Tas) North West,"Suite 1, 32 Patrick Street",221 Macquarie Street,HOBART,TAS,7000,Southern,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-42.87796709,147.3230337,2214576.21
Calvary Community Care Services - ACT,Calvary Health Care - Bruce Hospital,Haydon Drive,BRUCE,ACT,2617,ACT,Home Care,,,,Calvary Community Care,Religious,Major Cities of Australia,-35.25198471,149.0879446,3531690.3
Goodwin Outreach (EACH Dementia),22 Marshall Street,,FARRER,ACT,2607,ACT,Home Care,,,,Goodwin Aged Care Services Limited,Charitable,Major Cities of Australia,-35.37329768,149.101522,491861.17
Goodwin Outreach (EACH),22 Marshall Street,,FARRER,ACT,2607,ACT,Home Care,,,,Goodwin Aged Care Services Limited,Charitable,Major Cities of Australia,-35.37329768,149.101522,664575.56
IRT - ACT Community Services - EACH Dementia,2 Joy Cummings Place,11-17 Swanson Street,BELCONNEN,ACT,2617,ACT,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-35.23337003,149.0779123,381442.67
IRT - ACT Community Services - EACH,2 Joy Cummings Place,,BELCONNEN,ACT,2617,ACT,Home Care,,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-35.23337003,149.0779123,962017.6
KinCare - ACT - home care packages,"Suite 1, 17 Napier Close",17 Napier Close,DEAKIN,ACT,2600,ACT,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.32173925,149.096484,305081.32
KinCare - ACT - home care packages,"Suite 1, 17 Napier Close",16 Napier Close,DEAKIN,ACT,2600,ACT,Home Care,,,,KinCare Health Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.32173925,149.096484,428856.99
Mercy Care on Call - EACH,"Suite 2E, 46-50 Hibberson Street",,GUNGAHLIN,ACT,2912,ACT,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-35.1855864,149.1361242,1411553.03
Mercy Care on Call - EACHD,"Suite 2E, 46-50 Hibberson Street",,GUNGAHLIN,ACT,2912,ACT,Home Care,,,,Mercy Aged and Community Care Ltd,Charitable,Major Cities of Australia,-35.1855864,149.1361242,122434.54
RFBI Care at Home - ACT,138 Hardwick Crescent,,HOLT,ACT,2615,ACT,Home Care,,,,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,-35.22348147,149.0192859,648318.2
Uniting Care Ageing South Eastern Region - Mirinjani Community Care - EACH Dementia,11 Namatijira Drive,,WESTON,ACT,2611,ACT,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-35.339172,149.055199,1085313.88
UnitingCare Mirinjani Village - EACH,1 Minns Place,,WESTON,ACT,2611,ACT,Home Care,,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-35.33786574,149.0566742,2161354.81
Abel Tasman Village Community Care Packages,222 Waldron Road,,CHESTER HILL,NSW,2162,South West Sydney,Home Care,,,,The Abel Tasman Village Association Ltd,Community Based,Major Cities of Australia,-33.88301488,151.0001665,896153.99
Ada Caring Connections CACPs,93-95 Angus Avenue,,KANDOS,NSW,2848,Orana Far West,Home Care,,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-32.85842584,149.979617,474669.55
